rank,id_student,code_module,code_presentation,gender,age_band,highest_education,imd_band,num_of_prev_attempts,studied_credits,mean_score,pct_submitted,final_result,dropout,dropout_probability,risk_tier,model_used,scored_date
18481,674430,EEE,2014J,M,0-35,A Level or Equivalent,80-90%,0,60,81.83333333333333,1.0,Pass,0,0.06,LOW,XGBoost,2026-06-02
18482,594044,FFF,2013J,M,0-35,HE Qualification,80-90%,0,90,83.38095238095238,1.0,Pass,0,0.06,LOW,XGBoost,2026-06-02
18483,630722,EEE,2014B,M,0-35,Lower Than A Level,60-70%,0,30,76.0,0.8,Pass,0,0.06,LOW,XGBoost,2026-06-02
18484,255747,DDD,2013B,F,0-35,Lower Than A Level,80-90%,2,60,52.214285714285715,1.0,Fail,0,0.0599,LOW,XGBoost,2026-06-02
18485,600067,CCC,2014J,M,0-35,A Level or Equivalent,80-90%,0,60,90.0625,1.0,Distinction,0,0.0599,LOW,XGBoost,2026-06-02
18486,622192,CCC,2014J,F,35-55,A Level or Equivalent,30-40%,0,60,84.1875,1.0,Pass,0,0.0599,LOW,XGBoost,2026-06-02
18487,345068,AAA,2013J,M,0-35,A Level or Equivalent,60-70%,0,180,78.0,0.8333333333333334,Pass,0,0.0599,LOW,XGBoost,2026-06-02
18488,609985,FFF,2013J,M,0-35,A Level or Equivalent,30-40%,0,150,50.666666666666664,0.9230769230769231,Pass,0,0.0599,LOW,XGBoost,2026-06-02
18489,687050,DDD,2014J,F,0-35,HE Qualification,30-40%,0,90,51.142857142857146,1.0,Fail,0,0.0598,LOW,XGBoost,2026-06-02
18490,580880,BBB,2013J,M,0-35,A Level or Equivalent,20-30%,0,75,73.72727272727273,0.9166666666666666,Pass,0,0.0598,LOW,XGBoost,2026-06-02
18491,615075,DDD,2014B,M,0-35,A Level or Equivalent,30-40%,0,60,89.125,1.0,Distinction,0,0.0598,LOW,XGBoost,2026-06-02
18492,619380,CCC,2014J,M,0-35,A Level or Equivalent,50-60%,0,30,72.92307692307692,1.0,Pass,0,0.0598,LOW,XGBoost,2026-06-02
18493,259662,EEE,2013J,M,35-55,Lower Than A Level,80-90%,0,120,81.75,0.8,Pass,0,0.0598,LOW,XGBoost,2026-06-02
18494,651804,DDD,2014J,F,0-35,A Level or Equivalent,60-70%,0,120,67.57142857142857,1.0,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18495,250159,EEE,2014J,F,0-35,HE Qualification,60-70%,0,150,70.75,0.8,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18496,580779,CCC,2014B,F,0-35,A Level or Equivalent,70-80%,0,90,76.28571428571429,1.0,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18497,625167,BBB,2014B,F,0-35,Lower Than A Level,10-20,0,60,60.333333333333336,0.75,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18498,582108,FFF,2013J,M,0-35,A Level or Equivalent,10-20,0,90,66.19047619047619,1.0,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18499,580779,FFF,2013J,F,0-35,A Level or Equivalent,70-80%,0,90,76.28571428571429,1.0,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18500,575512,FFF,2013J,M,0-35,A Level or Equivalent,10-20,0,120,73.75,0.9230769230769231,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18501,491011,FFF,2014B,M,0-35,A Level or Equivalent,30-40%,2,120,73.16666666666667,0.9230769230769231,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18502,472257,DDD,2014B,M,0-35,A Level or Equivalent,90-100%,1,150,73.14285714285714,1.0,Pass,0,0.0597,LOW,XGBoost,2026-06-02
18503,628300,CCC,2014J,M,0-35,A Level or Equivalent,40-50%,0,60,79.9,1.0,Pass,0,0.0596,LOW,XGBoost,2026-06-02
18504,468753,CCC,2014B,M,0-35,A Level or Equivalent,10-20,0,60,46.77777777777778,0.9,Fail,0,0.0596,LOW,XGBoost,2026-06-02
18505,513499,DDD,2013J,M,0-35,A Level or Equivalent,20-30%,0,60,66.5,0.8571428571428571,Pass,0,0.0595,LOW,XGBoost,2026-06-02
18506,522525,CCC,2014J,M,0-35,Lower Than A Level,0-10%,0,90,71.75,1.0,Pass,0,0.0595,LOW,XGBoost,2026-06-02
18507,551017,EEE,2013J,F,0-35,A Level or Equivalent,10-20,0,30,66.0,0.8,Pass,0,0.0595,LOW,XGBoost,2026-06-02
18508,551515,BBB,2014B,F,0-35,Lower Than A Level,10-20,1,180,78.54545454545455,0.9166666666666666,Pass,0,0.0594,LOW,XGBoost,2026-06-02
18509,678026,EEE,2014J,F,0-35,A Level or Equivalent,0-10%,0,60,61.75,0.8,Pass,0,0.0594,LOW,XGBoost,2026-06-02
18510,575764,EEE,2013J,F,0-35,A Level or Equivalent,50-60%,0,90,90.75,0.8,Pass,0,0.0594,LOW,XGBoost,2026-06-02
18511,617611,GGG,2014B,F,35-55,A Level or Equivalent,0-10%,0,30,68.5,0.4,Fail,0,0.0594,LOW,XGBoost,2026-06-02
18512,604916,BBB,2013J,F,0-35,A Level or Equivalent,10-20,0,60,85.55555555555556,0.75,Pass,0,0.0594,LOW,XGBoost,2026-06-02
18513,535632,DDD,2013J,F,0-35,A Level or Equivalent,0-10%,0,60,58.333333333333336,0.8571428571428571,Fail,0,0.0594,LOW,XGBoost,2026-06-02
18514,80329,DDD,2014J,M,0-35,Lower Than A Level,80-90%,2,90,75.9375,1.0,Pass,0,0.0593,LOW,XGBoost,2026-06-02
18515,593081,BBB,2013J,F,0-35,A Level or Equivalent,10-20,0,120,76.0,0.75,Pass,0,0.0593,LOW,XGBoost,2026-06-02
18516,603503,CCC,2014J,M,0-35,A Level or Equivalent,40-50%,0,30,82.84615384615384,1.0,Pass,0,0.0592,LOW,XGBoost,2026-06-02
18517,530940,FFF,2013J,F,0-35,Lower Than A Level,50-60%,0,90,72.33333333333333,0.9230769230769231,Pass,0,0.0592,LOW,XGBoost,2026-06-02
18518,566407,BBB,2013J,M,0-35,A Level or Equivalent,20-30%,0,60,84.33333333333333,0.75,Pass,0,0.0592,LOW,XGBoost,2026-06-02
18519,586078,BBB,2013J,F,0-35,A Level or Equivalent,70-80%,0,60,59.5,0.8333333333333334,Pass,0,0.0592,LOW,XGBoost,2026-06-02
18520,471027,CCC,2014J,F,35-55,HE Qualification,20-30%,0,60,98.8,0.5,Distinction,0,0.0592,LOW,XGBoost,2026-06-02
18521,468902,EEE,2013J,M,0-35,Lower Than A Level,70-80%,0,60,71.0,1.0,Pass,0,0.0592,LOW,XGBoost,2026-06-02
18522,651493,DDD,2014J,F,0-35,Lower Than A Level,60-70%,0,120,70.14285714285714,1.0,Pass,0,0.0592,LOW,XGBoost,2026-06-02
18523,603503,EEE,2013J,M,0-35,A Level or Equivalent,40-50%,0,30,82.84615384615384,1.0,Distinction,0,0.0592,LOW,XGBoost,2026-06-02
18524,482030,EEE,2014J,M,0-35,Lower Than A Level,80-90%,0,60,86.25,0.8,Pass,0,0.0591,LOW,XGBoost,2026-06-02
18525,546089,DDD,2013B,M,35-55,HE Qualification,50-60%,0,60,92.3,0.7142857142857143,Fail,0,0.0591,LOW,XGBoost,2026-06-02
18526,528506,CCC,2014J,M,0-35,HE Qualification,90-100%,0,60,81.28571428571429,1.0,Pass,0,0.0591,LOW,XGBoost,2026-06-02
18527,566694,DDD,2014B,F,0-35,Lower Than A Level,20-30%,0,90,73.57142857142857,1.0,Pass,0,0.0591,LOW,XGBoost,2026-06-02
18528,390849,DDD,2014J,M,0-35,Lower Than A Level,50-60%,0,120,62.142857142857146,1.0,Pass,0,0.0591,LOW,XGBoost,2026-06-02
18529,389208,FFF,2013J,M,0-35,A Level or Equivalent,30-40%,0,90,69.45454545454545,0.8461538461538461,Pass,0,0.0591,LOW,XGBoost,2026-06-02
18530,1847481,DDD,2013J,F,35-55,HE Qualification,30-40%,0,60,80.16666666666667,0.8571428571428571,Pass,0,0.059,LOW,XGBoost,2026-06-02
18531,607061,DDD,2013J,M,0-35,A Level or Equivalent,20-30%,0,90,89.0,1.0,Distinction,0,0.059,LOW,XGBoost,2026-06-02
18532,309709,BBB,2013B,M,35-55,Lower Than A Level,90-100%,3,195,72.33333333333333,0.75,Pass,0,0.059,LOW,XGBoost,2026-06-02
18533,603108,EEE,2014J,M,0-35,A Level or Equivalent,80-90%,0,120,81.75,0.8,Pass,0,0.059,LOW,XGBoost,2026-06-02
18534,602360,GGG,2014J,F,0-35,A Level or Equivalent,0-10%,2,30,55.875,0.8,Fail,0,0.059,LOW,XGBoost,2026-06-02
18535,286658,CCC,2014J,F,35-55,A Level or Equivalent,,0,90,94.55555555555556,0.9,Distinction,0,0.0589,LOW,XGBoost,2026-06-02
18536,705379,AAA,2013J,M,55<=,A Level or Equivalent,60-70%,0,120,80.8,0.8333333333333334,Distinction,0,0.0589,LOW,XGBoost,2026-06-02
18537,543723,DDD,2013J,M,35-55,HE Qualification,70-80%,0,60,77.0,1.0,Pass,0,0.0589,LOW,XGBoost,2026-06-02
18538,572874,CCC,2014J,M,0-35,Lower Than A Level,10-20,0,90,83.4,1.0,Pass,0,0.0589,LOW,XGBoost,2026-06-02
18539,557177,FFF,2013B,M,0-35,Lower Than A Level,90-100%,0,60,63.916666666666664,0.9230769230769231,Pass,0,0.0589,LOW,XGBoost,2026-06-02
18540,534652,BBB,2013B,F,0-35,A Level or Equivalent,40-50%,0,60,91.0,0.75,Distinction,0,0.0589,LOW,XGBoost,2026-06-02
18541,435572,DDD,2014J,M,0-35,A Level or Equivalent,0-10%,1,60,52.0,1.0,Pass,0,0.0589,LOW,XGBoost,2026-06-02
18542,134982,EEE,2013J,M,0-35,Lower Than A Level,90-100%,0,60,56.4,1.0,Pass,0,0.0589,LOW,XGBoost,2026-06-02
18543,591591,BBB,2013J,F,0-35,A Level or Equivalent,40-50%,0,120,73.1,0.8333333333333334,Fail,0,0.0588,LOW,XGBoost,2026-06-02
18544,622976,FFF,2014B,M,0-35,Lower Than A Level,80-90%,0,60,84.11764705882354,1.0,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18545,538903,DDD,2013J,M,0-35,Lower Than A Level,20-30%,0,60,57.5,0.8571428571428571,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18546,595781,CCC,2014B,F,0-35,A Level or Equivalent,30-40%,0,60,68.88888888888889,0.9,Fail,0,0.0588,LOW,XGBoost,2026-06-02
18547,584433,DDD,2013J,F,0-35,A Level or Equivalent,40-50%,0,120,80.71428571428571,1.0,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18548,464724,EEE,2014B,M,35-55,Lower Than A Level,,0,60,66.8,1.0,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18549,557764,DDD,2013B,F,0-35,A Level or Equivalent,20-30%,0,60,54.214285714285715,1.0,Fail,0,0.0588,LOW,XGBoost,2026-06-02
18550,345256,CCC,2014B,M,0-35,HE Qualification,70-80%,0,30,81.33333333333333,0.9,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18551,693145,DDD,2014J,M,0-35,A Level or Equivalent,20-30%,0,120,76.85714285714286,1.0,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18552,464924,DDD,2013J,F,35-55,A Level or Equivalent,60-70%,0,60,83.14285714285714,1.0,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18553,25150,EEE,2014B,M,0-35,HE Qualification,90-100%,0,60,84.25,0.8,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18554,344676,EEE,2013J,F,0-35,A Level or Equivalent,40-50%,0,120,71.75,0.8,Pass,0,0.0588,LOW,XGBoost,2026-06-02
18555,508025,DDD,2013J,F,0-35,A Level or Equivalent,70-80%,0,120,64.85714285714286,1.0,Pass,0,0.0587,LOW,XGBoost,2026-06-02
18556,698598,EEE,2014J,F,0-35,HE Qualification,0-10%,0,120,77.625,1.0,Withdrawn,1,0.0587,LOW,XGBoost,2026-06-02
18557,440632,FFF,2013B,M,0-35,Lower Than A Level,10-20,2,180,82.25,0.6153846153846154,Fail,0,0.0587,LOW,XGBoost,2026-06-02
18558,679733,CCC,2014J,M,0-35,Lower Than A Level,10-20,0,150,98.22222222222223,0.9,Distinction,0,0.0587,LOW,XGBoost,2026-06-02
18559,363110,BBB,2014B,F,0-35,A Level or Equivalent,20-30%,1,180,68.2,0.8333333333333334,Pass,0,0.0587,LOW,XGBoost,2026-06-02
18560,572774,DDD,2013J,M,0-35,Lower Than A Level,70-80%,0,120,75.71428571428571,1.0,Pass,0,0.0587,LOW,XGBoost,2026-06-02
18561,676553,DDD,2014J,F,0-35,Lower Than A Level,70-80%,0,60,44.714285714285715,1.0,Fail,0,0.0587,LOW,XGBoost,2026-06-02
18562,623815,DDD,2014B,F,35-55,A Level or Equivalent,0-10%,0,90,68.16666666666667,0.8571428571428571,Pass,0,0.0586,LOW,XGBoost,2026-06-02
18563,581178,BBB,2014J,F,0-35,Lower Than A Level,0-10%,0,60,69.76923076923077,1.0,Pass,0,0.0586,LOW,XGBoost,2026-06-02
18564,552003,DDD,2013J,F,35-55,A Level or Equivalent,90-100%,0,120,88.57142857142857,1.0,Withdrawn,1,0.0586,LOW,XGBoost,2026-06-02
18565,498821,DDD,2013J,F,0-35,Lower Than A Level,20-30%,0,60,83.33333333333333,0.8571428571428571,Pass,0,0.0585,LOW,XGBoost,2026-06-02
18566,510873,DDD,2013J,F,0-35,HE Qualification,30-40%,1,120,55.285714285714285,1.0,Pass,0,0.0585,LOW,XGBoost,2026-06-02
18567,686766,DDD,2014J,F,0-35,Lower Than A Level,,0,90,85.0,1.0,Pass,0,0.0585,LOW,XGBoost,2026-06-02
18568,597316,BBB,2014B,F,0-35,Lower Than A Level,40-50%,0,120,81.8,0.8333333333333334,Pass,0,0.0585,LOW,XGBoost,2026-06-02
18569,521709,DDD,2013B,M,0-35,A Level or Equivalent,80-90%,0,120,75.63636363636364,0.7857142857142857,Pass,0,0.0584,LOW,XGBoost,2026-06-02
18570,553800,BBB,2013B,F,0-35,Lower Than A Level,60-70%,0,90,59.6,0.8333333333333334,Fail,0,0.0584,LOW,XGBoost,2026-06-02
18571,584386,EEE,2013J,M,0-35,A Level or Equivalent,30-40%,0,30,64.84615384615384,1.0,Pass,0,0.0584,LOW,XGBoost,2026-06-02
18572,646670,FFF,2014J,M,0-35,A Level or Equivalent,40-50%,0,120,72.83333333333333,0.9230769230769231,Pass,0,0.0584,LOW,XGBoost,2026-06-02
18573,353979,FFF,2014B,M,0-35,Lower Than A Level,20-30%,0,90,49.25,0.9230769230769231,Fail,0,0.0583,LOW,XGBoost,2026-06-02
18574,141355,AAA,2013J,F,0-35,A Level or Equivalent,30-40%,0,240,72.6,0.8333333333333334,Pass,0,0.0583,LOW,XGBoost,2026-06-02
18575,605596,DDD,2014B,M,0-35,Lower Than A Level,90-100%,0,120,80.28571428571429,1.0,Pass,0,0.0583,LOW,XGBoost,2026-06-02
18576,563879,BBB,2013B,F,0-35,A Level or Equivalent,40-50%,0,120,67.8,0.8333333333333334,Pass,0,0.0583,LOW,XGBoost,2026-06-02
18577,444926,BBB,2013B,F,0-35,Lower Than A Level,20-30%,1,180,68.8,0.8333333333333334,Pass,0,0.0583,LOW,XGBoost,2026-06-02
18578,585383,CCC,2014B,M,0-35,A Level or Equivalent,40-50%,0,120,83.14285714285714,1.0,Pass,0,0.0583,LOW,XGBoost,2026-06-02
18579,370089,DDD,2014J,M,35-55,HE Qualification,40-50%,1,60,79.375,1.0,Pass,0,0.0583,LOW,XGBoost,2026-06-02
18580,535215,DDD,2013B,M,35-55,Lower Than A Level,,0,90,67.57142857142857,1.0,Pass,0,0.0582,LOW,XGBoost,2026-06-02
18581,285170,EEE,2014B,M,35-55,A Level or Equivalent,10-20,0,60,77.54545454545455,1.0,Pass,0,0.0582,LOW,XGBoost,2026-06-02
18582,285170,CCC,2014B,M,35-55,A Level or Equivalent,10-20,0,60,77.54545454545455,1.0,Pass,0,0.0582,LOW,XGBoost,2026-06-02
18583,631561,BBB,2014J,F,0-35,A Level or Equivalent,10-20,1,120,56.833333333333336,1.0,Fail,0,0.0581,LOW,XGBoost,2026-06-02
18584,189879,AAA,2013J,M,0-35,A Level or Equivalent,90-100%,0,120,79.4,0.8333333333333334,Pass,0,0.0581,LOW,XGBoost,2026-06-02
18585,598824,GGG,2013J,F,0-35,Lower Than A Level,50-60%,0,30,70.33333333333333,0.3,Fail,0,0.058,LOW,XGBoost,2026-06-02
18586,579575,BBB,2013J,F,0-35,Lower Than A Level,30-40%,0,75,59.0,0.8333333333333334,Pass,0,0.058,LOW,XGBoost,2026-06-02
18587,647945,FFF,2014J,M,0-35,Lower Than A Level,40-50%,0,120,75.83333333333333,0.9230769230769231,Pass,0,0.058,LOW,XGBoost,2026-06-02
18588,560444,DDD,2013B,M,35-55,HE Qualification,40-50%,0,90,52.25,0.8571428571428571,Pass,0,0.058,LOW,XGBoost,2026-06-02
18589,343238,DDD,2013J,F,0-35,Lower Than A Level,40-50%,0,120,49.285714285714285,1.0,Pass,0,0.058,LOW,XGBoost,2026-06-02
18590,500459,DDD,2013B,F,0-35,Lower Than A Level,40-50%,0,60,46.285714285714285,1.0,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18591,558914,DDD,2013B,F,0-35,A Level or Equivalent,10-20,0,60,52.82608695652174,1.0,Fail,0,0.0579,LOW,XGBoost,2026-06-02
18592,283618,DDD,2013B,M,35-55,Lower Than A Level,90-100%,2,120,63.69230769230769,0.9285714285714286,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18593,594864,EEE,2013J,M,0-35,Lower Than A Level,70-80%,0,30,79.0,0.6,Fail,0,0.0579,LOW,XGBoost,2026-06-02
18594,589778,CCC,2014J,M,0-35,A Level or Equivalent,10-20,0,30,81.6,0.5,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18595,591837,GGG,2013J,F,0-35,Lower Than A Level,70-80%,0,30,71.42857142857143,0.7,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18596,2648611,AAA,2014J,F,35-55,A Level or Equivalent,20-30%,0,60,77.6,0.8333333333333334,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18597,355935,DDD,2014B,F,0-35,A Level or Equivalent,60-70%,1,60,75.375,1.0,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18598,518970,BBB,2013B,M,0-35,A Level or Equivalent,10-20,1,120,77.55555555555556,0.75,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18599,625067,EEE,2014B,M,0-35,HE Qualification,90-100%,0,30,60.916666666666664,1.0,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18600,584111,FFF,2013J,M,0-35,HE Qualification,60-70%,0,90,68.08333333333333,0.9230769230769231,Pass,0,0.0579,LOW,XGBoost,2026-06-02
18601,2383983,CCC,2014J,M,0-35,Lower Than A Level,50-60%,0,90,87.66666666666667,0.9,Pass,0,0.0578,LOW,XGBoost,2026-06-02
18602,442949,GGG,2014B,M,0-35,Lower Than A Level,40-50%,0,30,76.0,0.6,Fail,0,0.0578,LOW,XGBoost,2026-06-02
18603,611879,DDD,2014B,M,0-35,A Level or Equivalent,40-50%,0,60,75.16666666666667,0.8571428571428571,Pass,0,0.0578,LOW,XGBoost,2026-06-02
18604,333493,EEE,2013J,M,0-35,Lower Than A Level,80-90%,0,60,79.0,0.8,Pass,0,0.0578,LOW,XGBoost,2026-06-02
18605,103800,DDD,2013J,M,0-35,A Level or Equivalent,40-50%,0,90,58.142857142857146,1.0,Pass,0,0.0578,LOW,XGBoost,2026-06-02
18606,557031,GGG,2013J,F,0-35,Lower Than A Level,50-60%,0,30,50.0,0.1,Fail,0,0.0578,LOW,XGBoost,2026-06-02
18607,439950,FFF,2014J,M,0-35,Lower Than A Level,20-30%,2,90,73.22222222222223,0.6923076923076923,Fail,0,0.0578,LOW,XGBoost,2026-06-02
18608,593103,DDD,2013J,M,0-35,A Level or Equivalent,20-30%,0,120,77.57142857142857,1.0,Pass,0,0.0577,LOW,XGBoost,2026-06-02
18609,516770,FFF,2014B,M,35-55,Lower Than A Level,0-10%,2,120,87.82352941176471,1.0,Pass,0,0.0577,LOW,XGBoost,2026-06-02
18610,590918,DDD,2013J,M,0-35,Lower Than A Level,20-30%,0,120,45.714285714285715,1.0,Fail,0,0.0576,LOW,XGBoost,2026-06-02
18611,465567,GGG,2014J,M,0-35,Lower Than A Level,80-90%,0,30,69.6,0.5,Fail,0,0.0576,LOW,XGBoost,2026-06-02
18612,598141,DDD,2014J,M,35-55,HE Qualification,30-40%,0,120,79.0,1.0,Pass,0,0.0576,LOW,XGBoost,2026-06-02
18613,677879,BBB,2014J,F,0-35,A Level or Equivalent,40-50%,0,60,33.2,0.8333333333333334,Fail,0,0.0575,LOW,XGBoost,2026-06-02
18614,633570,BBB,2014B,M,35-55,A Level or Equivalent,0-10%,0,60,86.1,0.8333333333333334,Pass,0,0.0575,LOW,XGBoost,2026-06-02
18615,524466,FFF,2013B,M,0-35,A Level or Equivalent,70-80%,1,150,71.33333333333333,0.9230769230769231,Pass,0,0.0575,LOW,XGBoost,2026-06-02
18616,371869,FFF,2013J,M,35-55,HE Qualification,50-60%,0,240,74.63636363636364,0.8461538461538461,Pass,0,0.0575,LOW,XGBoost,2026-06-02
18617,231019,EEE,2014B,M,0-35,Lower Than A Level,50-60%,0,30,46.5,0.4,Fail,0,0.0575,LOW,XGBoost,2026-06-02
18618,610287,EEE,2014J,M,0-35,HE Qualification,80-90%,1,60,77.30434782608695,1.0,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18619,559382,BBB,2013J,F,0-35,A Level or Equivalent,80-90%,0,180,78.63636363636364,0.9166666666666666,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18620,643036,DDD,2014J,F,0-35,Lower Than A Level,0-10%,0,60,77.0,0.8571428571428571,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18621,610287,CCC,2014J,M,0-35,HE Qualification,80-90%,1,60,77.30434782608695,1.0,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18622,400252,FFF,2014B,M,0-35,Lower Than A Level,0-10%,1,210,72.33333333333333,0.9230769230769231,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18623,679114,EEE,2014J,F,0-35,A Level or Equivalent,40-50%,0,120,77.75,0.8,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18624,549626,FFF,2013B,F,0-35,Lower Than A Level,10-20,0,60,85.1875,1.0,Pass,0,0.0574,LOW,XGBoost,2026-06-02
18625,601653,EEE,2013J,M,0-35,HE Qualification,,0,60,67.5,0.8,Pass,0,0.0573,LOW,XGBoost,2026-06-02
18626,607052,FFF,2013J,M,35-55,A Level or Equivalent,10-20,0,90,89.47619047619048,1.0,Pass,0,0.0573,LOW,XGBoost,2026-06-02
18627,623190,DDD,2014J,M,0-35,A Level or Equivalent,0-10%,0,150,87.14285714285714,1.0,Pass,0,0.0573,LOW,XGBoost,2026-06-02
18628,600121,BBB,2013J,F,0-35,A Level or Equivalent,40-50%,0,120,76.72727272727273,0.9166666666666666,Pass,0,0.0573,LOW,XGBoost,2026-06-02
18629,690724,EEE,2014J,M,0-35,No Formal quals,30-40%,0,90,85.5,0.8,Pass,0,0.0573,LOW,XGBoost,2026-06-02
18630,587985,BBB,2013J,F,0-35,Lower Than A Level,80-90%,0,120,85.36363636363636,0.9166666666666666,Distinction,0,0.0573,LOW,XGBoost,2026-06-02
18631,615437,CCC,2014B,M,0-35,HE Qualification,10-20,0,30,81.8,0.5,Pass,0,0.0572,LOW,XGBoost,2026-06-02
18632,132976,AAA,2013J,F,35-55,Lower Than A Level,80-90%,0,120,67.4,0.8333333333333334,Pass,0,0.0572,LOW,XGBoost,2026-06-02
18633,536188,BBB,2013B,F,0-35,Lower Than A Level,20-30%,0,120,75.3,0.8333333333333334,Fail,0,0.0572,LOW,XGBoost,2026-06-02
18634,566201,EEE,2013J,M,0-35,Lower Than A Level,20-30%,0,60,70.5,0.8,Pass,0,0.0572,LOW,XGBoost,2026-06-02
18635,548386,CCC,2014B,M,0-35,HE Qualification,30-40%,0,60,97.6,0.5,Distinction,0,0.0571,LOW,XGBoost,2026-06-02
18636,523857,DDD,2014B,F,0-35,HE Qualification,20-30%,0,120,74.83333333333333,1.0,Pass,0,0.0571,LOW,XGBoost,2026-06-02
18637,515497,BBB,2013B,F,0-35,A Level or Equivalent,0-10%,0,120,63.42857142857143,0.5833333333333334,Pass,0,0.0571,LOW,XGBoost,2026-06-02
18638,380668,GGG,2014J,F,35-55,Lower Than A Level,20-30%,0,30,61.875,0.8,Pass,0,0.0571,LOW,XGBoost,2026-06-02
18639,157568,AAA,2013J,F,0-35,A Level or Equivalent,90-100%,0,60,70.6,0.8333333333333334,Pass,0,0.0571,LOW,XGBoost,2026-06-02
18640,634966,DDD,2014J,F,0-35,A Level or Equivalent,20-30%,0,60,55.857142857142854,1.0,Fail,0,0.057,LOW,XGBoost,2026-06-02
18641,603112,BBB,2014B,F,0-35,Lower Than A Level,50-60%,0,120,87.25,0.6666666666666666,Pass,0,0.057,LOW,XGBoost,2026-06-02
18642,621380,EEE,2014J,M,0-35,Lower Than A Level,20-30%,0,90,85.8,1.0,Pass,0,0.057,LOW,XGBoost,2026-06-02
18643,628575,CCC,2014B,M,0-35,A Level or Equivalent,20-30%,0,90,68.07142857142857,1.0,Pass,0,0.057,LOW,XGBoost,2026-06-02
18644,2159868,CCC,2014J,F,35-55,A Level or Equivalent,30-40%,0,30,52.666666666666664,0.9,Pass,0,0.057,LOW,XGBoost,2026-06-02
18645,628575,DDD,2014B,M,0-35,A Level or Equivalent,20-30%,0,90,68.07142857142857,1.0,Distinction,0,0.057,LOW,XGBoost,2026-06-02
18646,572783,CCC,2014J,M,35-55,HE Qualification,80-90%,0,60,78.05555555555556,1.0,Pass,0,0.057,LOW,XGBoost,2026-06-02
18647,689574,DDD,2014J,F,0-35,A Level or Equivalent,50-60%,0,120,74.0,1.0,Pass,0,0.057,LOW,XGBoost,2026-06-02
18648,592001,GGG,2014B,F,0-35,A Level or Equivalent,50-60%,0,30,67.85714285714286,0.7,Fail,0,0.057,LOW,XGBoost,2026-06-02
18649,600869,EEE,2013J,M,0-35,Lower Than A Level,90-100%,0,60,78.75,0.8,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18650,493958,BBB,2013B,F,0-35,A Level or Equivalent,80-90%,0,135,75.18181818181819,0.9166666666666666,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18651,492371,DDD,2013B,F,0-35,A Level or Equivalent,30-40%,0,60,79.0909090909091,0.7857142857142857,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18652,237913,BBB,2014J,F,0-35,A Level or Equivalent,20-30%,2,60,80.18181818181819,1.0,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18653,522622,BBB,2013J,F,0-35,Lower Than A Level,10-20,1,120,60.5,0.8333333333333334,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18654,595193,DDD,2014B,M,35-55,A Level or Equivalent,40-50%,0,60,71.0,0.8571428571428571,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18655,495879,BBB,2013J,F,35-55,Lower Than A Level,40-50%,0,60,80.11111111111111,0.75,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18656,378728,DDD,2014B,M,0-35,A Level or Equivalent,70-80%,0,60,77.0,0.8571428571428571,Pass,0,0.0569,LOW,XGBoost,2026-06-02
18657,2595841,AAA,2014J,F,35-55,Lower Than A Level,60-70%,0,60,56.8,0.8333333333333334,Fail,0,0.0568,LOW,XGBoost,2026-06-02
18658,675773,EEE,2014J,M,0-35,A Level or Equivalent,20-30%,0,90,88.25,0.8,Pass,0,0.0568,LOW,XGBoost,2026-06-02
